 2.22458141e+002 -1.94752045e+002
 6.10790982e+002 -1.91104433e+002
 3.17643483e+002 -1.79943705e+002
 2.93212695e+002 -2.28934255e+002
 2.26573140e+002 -1.99176738e+002
 3.20414681e+002 -1.89111506e+002
 4.63328768e+002 -2.24051539e+002
 2.54035584e+002 -1.87544980e+002
 4.68512413e+002 -2.21722870e+002
 4.81294098e+002 -1.93232472e+002
 1.94518044e+002 -1.64619074e+002
 5.35479691e+002 -1.92275858e+002
 3.36325827e+002 -2.13680591e+002
 4.33624274e+002 -2.06238136e+002
 5.41385144e+002 -2.25745544e+002
 2.48763190e+002 -1.81085464e+002
 5.19509335e+002 -2.25205428e+002
 6.36655397e+002 -1.79621822e+002
 6.61647341e+002 -1.76641613e+002
 2.93778227e+002 -1.78642232e+002
 4.85280527e+002 -1.90196224e+002
 3.07734482e+002 -2.42214142e+002
 5.81032403e+002 -2.02020520e+002
 2.52038924e+002 -1.54868643e+002
 3.58584457e+002 -2.26640861e+002
 2.20002024e+002 -1.88139358e+002
 3.51971007e+002 -1.82615328e+002
 2.86511878e+002 -1.72798113e+002
 4.06125665e+002 -2.04052777e+002
 2.82740519e+002 -2.18890690e+002
 1.99200730e+002 -1.77646582e+002
 6.42915497e+002 -2.26144057e+002
 3.14426755e+002 -1.86210555e+002
 3.18286957e+002 -1.82980077e+002
 5.76245464e+002 -2.21427248e+002
 4.83854017e+002 -1.55689420e+002
 4.49274506e+002 -1.77534566e+002
 2.99675773e+002 -2.27721529e+002
 3.41106533e+002 -2.20764739e+002
 5.77770176e+002 -2.06373036e+002
 3.81893502e+002 -1.79381658e+002
 5.21489369e+002 -1.86085827e+002
 6.16315236e+002 -1.83362673e+002
 4.48925392e+002 -2.03256917e+002
 6.41981391e+002 -1.98578555e+002
 4.54574990e+002 -1.62675496e+002
 4.84772794e+002 -1.88272655e+002
 5.81695827e+002 -2.22784574e+002
 5.59221409e+002 -1.78514919e+002
 3.31848260e+002 -2.06011252e+002
 4.82593660e+002 -1.94502117e+002
 2.52602987e+002 -2.22934996e+002
 4.27522961e+002 -1.55394922e+002
 5.44822991e+002 -1.76525137e+002
 2.01094250e+002 -1.57185886e+002
 3.64263767e+002 -2.29729579e+002
 2.48669205e+002 -2.21995603e+002
 6.32663167e+002 -1.85245393e+002
 5.57170821e+002 -1.71488268e+002
 3.11802743e+002 -1.86312451e+002
 4.98085286e+002 -1.77276335e+002
 5.57640817e+002 -1.77808545e+002
 6.52385909e+002 -2.29329442e+002
 3.83478833e+002 -1.93777686e+002
 6.40571445e+002 -1.95077729e+002
 5.03303044e+002 -1.84162844e+002
 3.82914429e+002 -1.88956909e+002
 3.20478977e+002 -1.81681396e+002
 1.84974263e+002 -2.12329025e+002
 2.84941819e+002 -2.18208247e+002
 3.16839010e+002 -1.76893039e+002
 4.62483554e+002 -1.57993509e+002
 2.52884174e+002 -1.83337581e+002
 6.56604200e+002 -1.97591409e+002
 6.42446147e+002 -1.72447773e+002
 2.14106961e+002 -1.69741304e+002
 5.43535524e+002 -2.16832308e+002
 5.83632553e+002 -2.00472894e+002
 3.03462004e+002 -2.28401960e+002
 3.17708709e+002 -1.87132615e+002
 4.56918187e+002 -2.23146242e+002
 1.97873517e+002 -1.64444558e+002
 2.35223253e+002 -2.07180625e+002
 3.79098363e+002 -1.96678111e+002
 4.33456871e+002 -1.99961703e+002
 4.83712082e+002 -2.27792156e+002
 5.84745807e+002 -2.28789497e+002
 3.00061889e+002 -2.21150153e+002
 2.80674316e+002 -2.19796705e+002
 2.21673052e+002 -1.87552796e+002
 2.75393535e+002 -1.99898714e+002
 6.48036211e+002 -2.20387506e+002
 3.74488334e+002 -1.74510448e+002
 1.83620268e+002 -2.16967478e+002
 3.78554311e+002 -1.97240078e+002
 3.19149063e+002 -2.16963593e+002
 6.39493724e+002 -1.88963791e+002
 5.11231542e+002 -1.68983384e+002
 6.34740782e+002 -1.80605205e+002
 5.24735984e+002 -1.75173284e+002
 2.51110638e+002 -1.75409255e+002
 2.45946486e+002 -2.29048964e+002
 4.32908710e+002 -1.98060316e+002
 3.11458153e+002 -2.18733367e+002
 2.80481669e+002 -1.87072386e+002
 2.24503290e+002 -1.91288186e+002
 3.35624858e+002 -1.90489178e+002
 2.13634802e+002 -1.63324668e+002
 2.72134700e+002 -1.94509049e+002
 2.72462491e+002 -1.87360003e+002
 5.44630439e+002 -2.25773302e+002
 4.99221418e+002 -1.78764001e+002
 4.06541858e+002 -1.91165990e+002
 4.89051135e+002 -1.67587355e+002
 3.17048119e+002 -2.46851829e+002
 5.18161168e+002 -1.79368343e+002
 6.69745182e+002 -2.05132546e+002
 4.93386841e+002 -1.75376114e+002
 4.00081558e+002 -1.90298737e+002
 2.04601349e+002 -1.59047984e+002
 1.93098783e+002 -1.86931349e+002
 3.76212086e+002 -1.69564331e+002
 3.06187830e+002 -2.22128819e+002
 5.45333879e+002 -1.93634536e+002
 2.18826389e+002 -1.93878949e+002
 3.31780896e+002 -2.00924059e+002
 4.49484069e+002 -2.02686335e+002
 4.82368750e+002 -1.63434786e+002
 6.59111949e+002 -2.18277745e+002
 1.92316840e+002 -2.16512161e+002
 1.79423563e+002 -2.20796282e+002
 3.20325599e+002 -1.91239150e+002
 3.49079008e+002 -2.22282511e+002
 4.54516480e+002 -1.64912022e+002
 5.22773223e+002 -2.21545938e+002
 2.25916596e+002 -2.00761255e+002
 6.27409772e+002 -2.25591508e+002
 5.77959498e+002 -1.92925741e+002
 6.09431484e+002 -1.79435249e+002
 4.63385661e+002 -2.24930651e+002
 4.83598950e+002 -1.58361524e+002
 4.88683246e+002 -1.69843996e+002
 3.82591827e+002 -2.11783051e+002
 2.21185647e+002 -1.98982699e+002
 3.69667487e+002 -2.19897714e+002
 2.50091338e+002 -1.65910008e+002
 3.16202606e+002 -2.15455440e+002
 2.02984803e+002 -1.56760431e+002
 3.13641824e+002 -2.35462836e+002
 5.78406107e+002 -2.21580417e+002
 3.20858967e+002 -2.08100103e+002
 3.98552959e+002 -1.77333777e+002
 3.41422143e+002 -2.07278746e+002
 3.46537784e+002 -2.21391586e+002
 6.13119623e+002 -2.10842698e+002
 6.67867391e+002 -2.23812301e+002
 4.58024900e+002 -1.74783532e+002
 3.47184929e+002 -2.18141095e+002
 6.00006519e+002 -1.73125738e+002
 6.57782919e+002 -1.75129200e+002
 6.02806000e+002 -1.73763727e+002
 5.57116488e+002 -1.76912601e+002
 6.54098376e+002 -2.20076219e+002
 6.15552024e+002 -2.00445013e+002
 1.85360123e+002 -1.89402075e+002
 2.23566828e+002 -1.98750900e+002
 5.75844070e+002 -2.22903356e+002
 3.20959442e+002 -1.99851579e+002
 2.68820060e+002 -1.92134105e+002
 5.88077118e+002 -2.00284141e+002
 4.26021145e+002 -2.05303588e+002
 5.82111234e+002 -2.16777614e+002
 2.80309830e+002 -1.81543665e+002
 3.15439248e+002 -1.86311635e+002
 3.49949795e+002 -2.28248126e+002
 5.79944723e+002 -1.94470791e+002
 4.83336562e+002 -1.67066665e+002
 3.37832347e+002 -2.17955929e+002
 2.46262963e+002 -1.92786788e+002
 3.12739976e+002 -2.46328798e+002
 3.17063625e+002 -2.12215910e+002
 3.03978499e+002 -1.74369301e+002
 4.14358373e+002 -1.77924619e+002
 4.51183503e+002 -1.74004708e+002
 2.54922485e+002 -1.80693081e+002
 4.87734254e+002 -2.04005921e+002
 6.41269033e+002 -2.28776597e+002
 3.03188150e+002 -2.46935537e+002
 2.16301087e+002 -1.70960442e+002
 5.43058123e+002 -1.76157277e+002
 6.17049810e+002 -2.20336252e+002
 4.54366910e+002 -2.09929825e+002
 6.34545429e+002 -1.95342075e+002
 2.48204292e+002 -1.78178452e+002
 3.98050755e+002 -2.12929413e+002
 4.02338101e+002 -2.18678053e+002
 6.14936059e+002 -1.80445304e+002
 4.52926017e+002 -1.76898125e+002
 2.59277411e+002 -1.77915766e+002
 2.88423861e+002 -2.42626742e+002
 4.37039660e+002 -2.10647055e+002
 1.81317324e+002 -1.99122298e+002
 3.97493681e+002 -1.74245307e+002
 5.90007813e+002 -1.78967869e+002
 5.82877654e+002 -1.74961999e+002
 2.95181763e+002 -1.75896794e+002
 5.77547948e+002 -1.90602979e+002
 4.91035676e+002 -1.76384314e+002
 4.66197594e+002 -1.77365670e+002
 5.20830007e+002 -2.25531430e+002
 3.74008340e+002 -1.76755611e+002
 3.07843619e+002 -2.24736742e+002
 4.06902169e+002 -1.76367032e+002
 5.42305579e+002 -2.01045122e+002
 2.51499727e+002 -2.02784747e+002
 3.41701595e+002 -2.20907796e+002
 6.18585990e+002 -1.93165549e+002
 3.68517085e+002 -1.79966310e+002
 3.15804351e+002 -2.36719069e+002
 5.02965924e+002 -1.76147640e+002
 3.94571120e+002 -2.14090513e+002
 2.14695415e+002 -2.01386256e+002
 3.14777811e+002 -2.25248240e+002
 1.93253141e+002 -1.89981655e+002
 3.38936221e+002 -1.77225347e+002
 4.78194250e+002 -1.58664815e+002
 4.89243106e+002 -1.80472170e+002
 2.36011006e+002 -2.20458457e+002
 5.57980634e+002 -1.79558586e+002
 3.83601520e+002 -1.93831904e+002
 5.75765763e+002 -2.08695119e+002
 3.00328293e+002 -1.79675351e+002
 3.69341010e+002 -1.78435246e+002
 2.15126992e+002 -1.67414427e+002
 2.48205047e+002 -2.13604691e+002
 4.64979803e+002 -2.23546420e+002
 1.78413257e+002 -2.19757855e+002
 5.40435948e+002 -2.15232576e+002
 4.55633124e+002 -2.10701653e+002
 3.23166006e+002 -1.76923119e+002
 5.78832303e+002 -1.83304861e+002
 4.87958784e+002 -2.13994833e+002
 6.60144440e+002 -1.74935229e+002
 4.86487223e+002 -1.64285415e+002
 4.57646552e+002 -2.23079279e+002
 3.33740669e+002 -1.95609694e+002
 4.08692177e+002 -1.74547692e+002
 3.76401828e+002 -2.20695978e+002
 4.54561805e+002 -1.75131909e+002
 5.45674558e+002 -2.00138305e+002
 4.53968818e+002 -1.62172640e+002
 1.90467827e+002 -1.89799272e+002
 2.73154937e+002 -2.14944031e+002
 4.84850717e+002 -1.87537465e+002
 6.38167721e+002 -1.95755332e+002
 3.22665173e+002 -2.17099822e+002
 4.82742932e+002 -2.08031646e+002
 3.99033496e+002 -2.03108649e+002
 6.20802381e+002 -2.07128810e+002
 4.84144440e+002 -2.27138743e+002
 3.18508548e+002 -2.08205365e+002
 4.82791856e+002 -1.55877147e+002
 2.67414106e+002 -2.06026347e+002
 2.52678472e+002 -2.22401429e+002
 2.66007565e+002 -2.21955433e+002
 3.11510348e+002 -1.80620824e+002
 1.99757107e+002 -1.97208714e+002
 6.50356755e+002 -1.67851588e+002
 4.65204686e+002 -2.24420866e+002
 2.48331154e+002 -1.61550608e+002
 4.30784054e+002 -2.08196293e+002
 4.30042275e+002 -2.21536654e+002
 6.58659698e+002 -1.81468276e+002
 3.21096346e+002 -2.26605605e+002
 4.34032090e+002 -2.02520178e+002
 2.22333289e+002 -1.93681832e+002
 4.62013882e+002 -2.27975954e+002
 2.58437145e+002 -1.58906680e+002
 4.83348735e+002 -1.49173443e+002
 4.57817087e+002 -2.13143625e+002
 3.43113640e+002 -2.21483220e+002
 3.01242193e+002 -2.26125572e+002
 3.34599621e+002 -2.07654612e+002
 2.73245071e+002 -2.39312487e+002
 5.45001909e+002 -1.84599623e+002
 6.55743040e+002 -2.04261121e+002
 6.74276767e+002 -2.20216060e+002
 4.36702447e+002 -2.23456646e+002
 4.67875242e+002 -1.66018335e+002
 5.43732284e+002 -1.73901159e+002
 1.77381006e+002 -2.15948572e+002
 5.83435816e+002 -1.95693802e+002
 2.84918110e+002 -1.78355567e+002
 4.79667426e+002 -1.78047774e+002
 4.14967890e+002 -1.75758420e+002
 3.03941508e+002 -1.73861394e+002
 3.20692098e+002 -1.73541426e+002
 3.07917729e+002 -2.22531604e+002
 6.13969636e+002 -1.99246601e+002
 2.24262792e+002 -1.95916643e+002
 4.84538847e+002 -1.83278225e+002
 3.29671588e+002 -1.93971575e+002
 3.78536711e+002 -1.86549485e+002
 2.50893266e+002 -2.18491922e+002
 3.70427262e+002 -2.29852346e+002
 3.64934796e+002 -2.28185132e+002
 2.01475603e+002 -1.83536855e+002
 4.33710035e+002 -1.76672941e+002
 3.17027955e+002 -2.26924689e+002
 3.12864174e+002 -2.41372303e+002
 2.76377146e+002 -2.02073729e+002
 2.19215152e+002 -1.90121910e+002
 5.45540914e+002 -1.83181360e+002
 4.81606953e+002 -1.88732275e+002
 5.49306311e+002 -1.82363341e+002
 2.51011898e+002 -1.67988413e+002
 6.20975382e+002 -2.14693542e+002
 2.16899735e+002 -1.97345708e+002
 6.39840003e+002 -1.94293088e+002
 6.15235207e+002 -1.83759084e+002
 5.18789458e+002 -1.86026868e+002
 5.16035713e+002 -1.80207067e+002
 6.12348932e+002 -1.78155947e+002
 2.74222687e+002 -1.83852158e+002
 4.60526027e+002 -2.32082675e+002
 3.55439061e+002 -2.24359792e+002
 3.38004914e+002 -2.16638170e+002
 2.81948810e+002 -2.19805110e+002
 2.80467810e+002 -2.48635028e+002
 2.81673497e+002 -2.24319966e+002
 6.06904061e+002 -1.71579504e+002
 2.74093607e+002 -2.13310266e+002
 3.03565027e+002 -1.74491912e+002
 3.24417294e+002 -2.10347156e+002
 1.74620313e+002 -2.23516356e+002
 3.99106058e+002 -2.11299612e+002
 5.28309162e+002 -1.94429935e+002
 5.38379381e+002 -2.10398195e+002
 5.95686926e+002 -1.71217816e+002
 6.32814552e+002 -1.82775814e+002
 1.83885256e+002 -2.06813085e+002
 3.96026840e+002 -1.70584574e+002
 6.43848615e+002 -1.79381072e+002
 5.47258231e+002 -2.19029027e+002
 4.84420944e+002 -1.61052146e+002
 3.01368378e+002 -2.28194891e+002
 3.20787829e+002 -1.96537787e+002
 5.42160048e+002 -2.01108281e+002
 5.51905661e+002 -1.79046479e+002
 4.37072035e+002 -1.72575872e+002
 4.59793000e+002 -1.73309960e+002
 4.00047191e+002 -1.90356245e+002
 5.49344355e+002 -1.83361250e+002
 5.78677463e+002 -2.31102791e+002
 3.18941378e+002 -1.80802165e+002
 1.86651744e+002 -1.94636027e+002
 3.36088659e+002 -2.07332105e+002
 5.41819715e+002 -1.81838305e+002
 6.45220981e+002 -1.97228283e+002
 1.86989638e+002 -1.96618536e+002
 2.53683068e+002 -1.84176078e+002
 3.66324205e+002 -1.76918651e+002
 1.94723918e+002 -1.97698192e+002
 4.89160966e+002 -1.85201440e+002
 2.47060032e+002 -1.69279442e+002
 4.66017112e+002 -1.70849866e+002
